"requirement_id","parent_id","category","source_file","source_section","source_text","atomic_requirement","minimum_baseline","response_commitment","bidding_module","current_capability","evidence_paths","evidence_status","gap","delivery_level","strategy","evidence_level","technical_module","acceptance_method","status","review_note"
"F-03.01","F-03","functional","docs/rocket/数据采集引接软件指标.md","功能指标#3","提供引接任务的配置管理","创建、编辑、发布、启动、暂停、终止和查询引接任务","引接任务配置管理","统一配置、状态控制和可追溯维护","引接任务配置管理模块","批/流定义及 single/multi/script 模式已存在","seatunnel-web-api/src/main/java/org/apache/seatunnel/web/api/controller/BatchJobDefinitionController.java;seatunnel-web-api/src/main/java/org/apache/seatunnel/web/api/controller/StreamingJobDefinitionController.java","AVAILABLE","FULL","L1","REUSE","R","MOD-004","创建并完成任务全生命周期，保存后可打开编辑和重新执行","PLANNED","需真实 Engine 回归"
"F-03.02","F-03","functional","docs/rocket/数据采集引接软件指标.md","功能指标#3","支持引接任务状态实时监控及汇总分析","展示任务和实例状态、吞吐、行数、耗时及汇总","状态实时监控和汇总分析","实时感知、运行数据汇聚和统计分析","引接任务配置管理模块;任务实时监控告警模块","JobMetricsMonitor、StreamingJobMetricsMonitor 和实例状态已存在","seatunnel-web-api/src/main/java/org/apache/seatunnel/web/api/metrics/JobMetricsMonitor.java;seatunnel-web-api/src/main/java/org/apache/seatunnel/web/api/metrics/streaming/StreamingJobMetricsMonitor.java","AVAILABLE","PARTIAL","L1","ADAPT","R","MOD-005","运行批/流任务并实时展示状态、指标和历史汇总","PLANNED","补统一态势聚合视图"
"F-03.03","F-03","functional","docs/rocket/数据采集引接软件指标.md","功能指标#3","具备实时、周期性自定义频率的任务调度","支持立即触发、Quartz 周期和自定义频率调度","实时和周期性自定义频率调度","统一调度引擎和全过程计划管理","引接任务调度模块","批任务 cron 调度和启动/停止接口存在；实时任务通常常驻","seatunnel-web-ui/src/pages/batch-link-up/type.ts;seatunnel-web-api/src/main/java/org/apache/seatunnel/web/api","AVAILABLE","PARTIAL","L1","ADAPT","R","MOD-004","配置立即/周期任务并校验最近执行时间、启动、停止和触发记录","PLANNED","明确实时任务调度口径"
"F-03.04","F-03","functional","docs/rocket/数据采集引接软件指标.md","功能指标#3","具备批量创建作业功能","支持批量创建、执行、暂停和状态查看","批量创建作业","批量发起、配置、启动、暂停和终止","批量任务作业模块","前端批量 API 和批量执行/暂停接口已存在","seatunnel-web-ui/src/pages/batch-link-up/type.ts","AVAILABLE","FULL","L1","REUSE","R","MOD-004","批量创建不少于验收约定数量任务并执行、暂停、查看结果","PLANNED","容量归 P-03 验证"
"F-03.05","F-03","functional","docs/rocket/数据采集引接软件指标.md","功能指标#3","一个任务管理多张表的数据同步","Guide Multi 模式在单任务内配置并同步多张表","单任务多表同步","多表关联配置、统一调度和整体执行","单任务多表同步模块","Batch/Streaming Guide Multi 和分析器已存在","seatunnel-web-core/src/main/java/org/apache/seatunnel/web/core/job/handler/multi;seatunnel-web-ui/src/pages/batch-link-up/config/multi","AVAILABLE","FULL","L1","REUSE","R","MOD-004","单任务选择多表生成合法 HOCON 并完成真实同步","PLANNED","不同数据库表路径需回归"
"F-03.06","F-03","functional","docs/rocket/数据采集引接软件指标.md","功能指标#3","出错后提供错误告警和错误日志辅助快速恢复","失败状态触发告警并可查看日志和定位任务实例","错误告警、错误日志和恢复辅助","异常识别、告警推送、日志查询和故障追溯","任务实时监控告警模块","日志接口、告警规则/通道/记录和异步告警引擎存在","seatunnel-web-api/src/main/java/org/apache/seatunnel/web/api/controller/AlarmController.java;seatunnel-web-api/src/main/java/org/apache/seatunnel/web/api/alarm/engine/AlarmRuleEngine.java","AVAILABLE","PARTIAL","L1","ADAPT","R","MOD-005","制造失败任务并验证告警、日志、实例关联和人工恢复步骤","PLANNED","端到端告警时效归 P-05"
"F-03.07","F-03","functional","docs/rocket/数据采集引接软件指标.md","功能指标#3","图形化拖拽方式自定义配置引接模式和输出目标库类型","通过可视化流程配置 Source、Transform、Sink 及策略参数","图形化引接策略配置","规则、参数和目标适配的一体化配置","引接策略配置模块","批/流 workflow 页面与 HOCON Builder 已存在","seatunnel-web-ui/src/pages/batch-link-up;seatunnel-web-ui/src/pages/stream-link-up;seatunnel-web-core/src/main/java/org/apache/seatunnel/web/core/builder/HoconConfigBuilder.java","AVAILABLE","PARTIAL","L1","ADAPT","R","MOD-004","拖拽配置源、转换、目标并生成、保存、回显和执行配置","PLANNED","补合同术语和策略模板"
"F-04.01","F-04","functional","docs/rocket/数据采集引接软件指标.md","功能指标#4","具备源业务系统数据清查摸底统计能力","盘点数据源、库表、字段和数据分布并形成统计/清查报告","源业务系统清查统计","资产盘点、底数汇总、分布分析和清查展示","源业务系统数据清查模块","SeaTunnel 元数据访问部分可用；OpenMetadata 拟提供统一资产目录","seatunnel-web-datasource-plugins;https://github.com/open-metadata/OpenMetadata","PARTIAL","PARTIAL","L2","INTEGRATE","R","MOD-002","对指定源系统完成扫描、统计、清查展示和结果导出","PLANNED","清查口径需与用户样表一致"
"F-04.02","F-04","functional","docs/rocket/数据采集引接软件指标.md","功能指标#4","对数据源单位、数据模型、数据库、数据源进行管理维护","维护归属单位、模型、数据库、数据源状态和停用注销","多类接入资源全周期管理","单位、模型、数据库、数据源统一维护","数据湖管理模块","数据源 CRUD/状态可复用；单位和模型管理需与 OpenMetadata 对齐","seatunnel-web-api/src/main/java/org/apache/seatunnel/web/api/controller/DataSourceController.java;https://github.com/open-metadata/OpenMetadata","PARTIAL","PARTIAL","L2","ADAPT","R","MOD-002","完成资源登记、编辑、关联、停用和审计，停用后阻止新任务引用","PLANNED","避免在两套系统重复维护元数据"
"F-05.01","F-05","functional","docs/rocket/数据采集引接软件指标.md","功能指标#5","包括模板设计","设计、分类、版本化和复用采集报告模板","报告模板设计","自定义配置、分类保存、版本管理和复用","模板设计模块","TDuck 提供表单模板和基础图表，不等于复杂报告模板","https://github.com/TDuckCloud/tduck-survey-form","PARTIAL","PARTIAL","L2","INTEGRATE","R","MOD-001","创建模板、版本、预览并由同一模板生成两份报告","NEEDS_REVIEW","明确报告版式复杂度"
"F-05.02","F-05","functional","docs/rocket/数据采集引接软件指标.md","功能指标#5","报告生成","支持手动、批量和定时生成报告并记录状态","报告生成","自动填充、单篇、批量、定时和生命周期管理","报告生成模块","当前仓库无报告生成主干；可复用调度","seatunnel-web-ui/src/pages/batch-link-up/type.ts","ABSENT","NONE","L2","BUILD","R","MOD-001","手动、批量、定时生成报告并验证失败重试和审计","PLANNED","优先轻量实现，不新建报表平台"
"F-05.03","F-05","functional","docs/rocket/数据采集引接软件指标.md","功能指标#5","导出分发","支持 Excel、Word、PDF、CSV、在线预览、批量压缩和受控分发","多格式导出和分发","预览、批量导出、打包、推送、归档和检索","导出与分发模块","TDuck 支持数据导出/打印/预览；完整格式和分发不足","https://github.com/TDuckCloud/tduck-survey-form","PARTIAL","PARTIAL","L2","ADAPT","R","MOD-001","生成四种格式，预览、批量压缩、分发并记录操作审计","NEEDS_REVIEW","需选择 Word/PDF 模板引擎"
"F-06.01","F-06","functional","docs/rocket/数据采集引接软件指标.md","功能指标#6","支持数据物理入湖","通过批或流任务把全量/增量数据真实写入湖存储","物理入湖","全量、增量、实时和批量 ETL 持久化","数据物理入湖模块","SeaTunnel Source/Sink 和 HOCON 主干可复用，具体湖 Connector 待确认","seatunnel-web-core/src/main/java/org/apache/seatunnel/web/core/builder/HoconConfigBuilder.java;docs/datasource-development-guide.md","PARTIAL","PARTIAL","L1","ADAPT","R","MOD-003","目标湖 Connector 完成全量、增量、失败重试和一致性 E2E","NEEDS_REVIEW","冻结目标湖类型和 Connector"
"F-06.02","F-06","functional","docs/rocket/数据采集引接软件指标.md","功能指标#6","支持数据逻辑入湖","建立跨源元数据映射和受控逻辑访问入口","逻辑入湖","数据虚拟化、跨源映射、联合查询和细粒度权限","数据逻辑入湖模块","OpenMetadata 可做元数据映射但不执行联邦查询；当前无虚拟化引擎","https://github.com/open-metadata/OpenMetadata","PARTIAL","PARTIAL","L3","LIMITED","V1","MOD-009","展示跨源逻辑映射并通过受控接口访问限定数据集","NEEDS_REVIEW","真实联合查询需专项选型，不能用元数据页面冒充"
"F-07.01","F-07","functional","docs/rocket/数据采集引接软件指标.md","功能指标#7","提供传输链路加密","Web、外部组件、Engine 与数据源之间使用批准的加密链路","传输链路加密","端到端、字段级和国密安全能力","传输链路加密模块","可使用 TLS/数据库安全协议；国密和字段级加密未实现","docs/enterprise-development/README.md","PARTIAL","PARTIAL","L1","INTEGRATE","R","MOD-007","抓包/配置检查证明传输加密，验证证书、密钥轮换和失败策略","BLOCKED","国密产品和合规口径需安全评审"
"F-07.02","F-07","functional","docs/rocket/数据采集引接软件指标.md","功能指标#7","提供身份鉴权功能","人员用户和权限统一接入既有 SSO；终端和外部服务使用独立身份执行认证授权并记录审计","采集端身份鉴权","终端、应用、用户多维身份核验和权限预检","采集端身份鉴权模块","SSO 已确定为人员身份与权限唯一权威源；SeaTunnel-Web 现有本地登录/用户代码待适配；设备和服务身份待设计","docs/enterprise-development/README.md","PARTIAL","PARTIAL","L1","INTEGRATE","R","MOD-007","SSO 登录、退出和失效有效；本地用户权限不可维护；越权请求被后端拒绝；设备/服务身份独立验证并形成审计","PLANNED","待冻结 SSO 协议、主体/权限字段、回调退出和失效机制；人员 SSO 不替代设备证书与服务账号"
"F-08.01","F-08","functional","docs/rocket/数据采集引接软件指标.md","功能指标#8","支持云边协同数据同步","支持云边全量镜像和增量差异同步并保持一致性","云边数据同步","交换规则、全量镜像、增量差异和网络容错","云边数据同步控制模块","当前仓库无边缘控制面或同步代理","docs/rocket/数据采集引接软件投标阶段模块划分.md","ABSENT","NONE","L3","INTEGRATE","V1","MOD-008","单一边缘环境完成全量、增量、断网恢复和一致性验证","NEEDS_REVIEW","限定 PoC 环境，不承诺通用边缘平台"
"F-08.02","F-08","functional","docs/rocket/数据采集引接软件指标.md","功能指标#8","支持边缘离线缓存","断网时持久化暂存并在恢复后按优先级续传","边缘离线缓存","持久化、优先级、空间管理和无丢失续传","边缘采集缓存模块","当前仓库无边缘缓存实现","docs/rocket/数据采集引接软件投标阶段模块划分.md","ABSENT","NONE","L3","BUILD","V1","MOD-008","断网写入、容量上限、过期清理、恢复续传和去重测试","NEEDS_REVIEW","只在指定边缘节点实现"
"F-08.03","F-08","functional","docs/rocket/数据采集引接软件指标.md","功能指标#8","实现云端指令与边缘端数据协同交互","云端下发采集任务，边缘执行并双向同步状态","云边任务协同","云端规划下发、边缘执行和状态双向同步","云边任务协同模块","现有任务 API 可作为云端控制面，缺边缘代理","seatunnel-web-api/src/main/java/org/apache/seatunnel/web/api/controller/BatchJobDefinitionController.java","PARTIAL","PARTIAL","L3","INTEGRATE","V1","MOD-008","下发任务、边缘确认/执行/失败、状态回传和重试流程可演示","NEEDS_REVIEW","边缘代理协议待定"
"F-09.01","F-09","functional","docs/rocket/数据采集引接软件指标.md","功能指标#9","提供可视化态势大屏","汇聚任务、链路、数据源和告警状态形成可钻取大屏","采集引接态势大屏","数据流向、吞吐、质量、健康和全局状态展示","态势可视化展示模块","现有任务指标、状态和告警可作为数据源，缺统一大屏","seatunnel-web-api/src/main/java/org/apache/seatunnel/web/api/metrics;seatunnel-web-api/src/main/java/org/apache/seatunnel/web/api/controller/AlarmController.java","PARTIAL","PARTIAL","L2","BUILD","R","MOD-005","大屏展示真实运行数据并可钻取到任务、实例、日志和告警","PLANNED","无数据时明确空态，不伪造生产指标"
"F-09.02","F-09","functional","docs/rocket/数据采集引接软件指标.md","功能指标#9","支持运行效率分析","统计成功率、吞吐、时延、完成率和瓶颈趋势","运行效率分析","历史监控挖掘、效能量化和优化依据","运行效率分析模块","指标采集已存在，历史聚合和分析需补","seatunnel-web-api/src/main/java/org/apache/seatunnel/web/api/metrics","PARTIAL","PARTIAL","L2","ADAPT","R","MOD-005","按时间和任务维度展示效率指标并定位一个可解释瓶颈","PLANNED","一期采用确定性统计，不做 AI 建模"
"F-10.01","F-10","functional","docs/rocket/数据采集引接软件指标.md","功能指标#10","提供协议解析引擎","通过插件接入并解析明确列出的异构协议","多源协议解析","专用、标准、物联网和串口协议解析","多协议接入解析模块","当前数据源 SPI 可借鉴，但无通用边缘协议运行时","seatunnel-web-datasource-plugins/seatunnel-web-datasource-api","PARTIAL","PARTIAL","L3","INTEGRATE","V1","MOD-008","选定 1～2 个协议完成注册、配置、解析、错误处理和版本测试","NEEDS_REVIEW","先取得明确协议清单和样例报文"
"F-10.02","F-10","functional","docs/rocket/数据采集引接软件指标.md","功能指标#10","提供协议转换引擎","将选定协议数据转换为内部规范模型","异构协议和数据格式转换","字段映射、归一化和目标模型转换","接入协议转换模块","SeaTunnel Transform 可处理数据转换，缺协议层标准模型","seatunnel-web-core/src/main/java/org/apache/seatunnel/web/core/builder/transform","PARTIAL","PARTIAL","L3","ADAPT","V1","MOD-008","协议样例转换为规范 Schema 并验证字段、类型和异常记录","PLANNED","复用 Transform，不新建通用转换平台"
"F-10.03","F-10","functional","docs/rocket/数据采集引接软件指标.md","功能指标#10","兼容多源异构协议与数据格式","管理协议规则、版本和向下兼容策略","协议版本和规则管理","规则注册、配置、版本、调度和审计","协议版本兼容模块;协议规则管理模块","当前仓库无协议注册表","docs/rocket/数据采集引接软件投标阶段模块划分.md","ABSENT","NONE","L3","BUILD","V1","MOD-008","注册两个版本规则并验证识别、兼容、回滚和审计","PLANNED","只服务已选协议"
"F-11.01","F-11","functional","docs/rocket/数据采集引接软件指标.md","功能指标#11","记录全链路操作日志与数据轨迹","关联用户操作、任务版本、实例、节点状态、日志和关键摘要","全链路操作日志与数据轨迹","行为、快照、流程和时序完整记录","采集操作记录模块","任务日志/实例/指标存在；统一审计关联和关键快照不足","seatunnel-web-api/src/main/java/org/apache/seatunnel/web/api;docs/enterprise-development/README.md","PARTIAL","PARTIAL","L2","ADAPT","R","MOD-005","按 traceId/任务/实例查询完整时间线并验证敏感信息脱敏","PLANNED","不默认存储完整业务数据快照"
"F-11.02","F-11","functional","docs/rocket/数据采集引接软件指标.md","功能指标#11","支持操作可视化回放","基于已记录事件重放任务节点和状态时间线","操作可视化回放","图形化还原采集任务执行轨迹","操作过程回放模块","有日志和指标事件，缺回放页面与规范事件模型","seatunnel-web-api/src/main/java/org/apache/seatunnel/web/api/metrics","PARTIAL","PARTIAL","L3","LIMITED","V1","MOD-005","选择历史实例按时间轴播放节点状态、日志摘要和告警","NEEDS_REVIEW","明确不回放完整数据内容"
"F-11.03","F-11","functional","docs/rocket/数据采集引接软件指标.md","功能指标#11","支持故障定位","区分数据源、网络、Connector、Engine、目标端和配置故障并提供证据","故障定位","根因分析、修复建议、自动修复和优化建议","源头故障定位模块;故障处置与优化模块","现有错误日志/告警可作为事实，缺统一分类和根因引擎","seatunnel-web-api/src/main/java/org/apache/seatunnel/web/api/alarm","PARTIAL","PARTIAL","L3","LIMITED","V1","MOD-005","注入典型故障并验证分类、证据链接和固定修复建议","NEEDS_REVIEW","自动修复仅允许批准的安全动作"
"F-12.01","F-12","functional","docs/rocket/数据采集引接软件指标.md","功能指标#12","支持引接链路配置","统一表示源、目标、逻辑映射、带宽配额和优先级","链路配置","物理路由、逻辑关系、带宽配额和传输优先级","引接链路配置模块","批/流任务已表达源、目标和映射；当前无独立链路聚合模块","seatunnel-web-ui/src/pages/batch-link-up;seatunnel-web-ui/src/pages/stream-link-up","PARTIAL","PARTIAL","L2","ADAPT","R","MOD-006","从统一链路视图创建/关联真实任务并展示路由、映射和策略","NEEDS_REVIEW","优先复用任务定义，不复制任务模型"
"F-12.02","F-12","functional","docs/rocket/数据采集引接软件指标.md","功能指标#12","支持链路动态调度","基于任务状态和基础设施信号执行批准的启停/切换策略","链路动态调度","健康负载监测、主备切换和负载分流","链路动态调度模块","任务调度和状态存在；网络主备切换/分流不属于当前应用","seatunnel-web-ui/src/pages/batch-link-up/type.ts;seatunnel-web-api/src/main/java/org/apache/seatunnel/web/api/metrics","PARTIAL","PARTIAL","L3","LIMITED","V1","MOD-006","任务级调度真实执行；网络切换仅消费基础设施结果并展示","NEEDS_REVIEW","不能把 cron 调度描述为网络主备切换"
"F-12.03","F-12","functional","docs/rocket/数据采集引接软件指标.md","功能指标#12","支持链路性能优化并保障高可用","基于指标识别瓶颈并提供可控参数建议和故障恢复","性能优化和高可用","动态调整并发、分片、压缩并降低时延","链路性能优化模块","SeaTunnel 参数可配置，缺自动优化和网络高可用控制","seatunnel-web-core/src/main/java/org/apache/seatunnel/web/core/builder/HoconConfigBuilder.java","PARTIAL","PARTIAL","L3","LIMITED","V1","MOD-006","展示瓶颈证据和参数建议；验证批准参数调整后的前后对比","PLANNED","不承诺自学习自动调优"
"F-13.01","F-13","functional","docs/rocket/数据采集引接软件指标.md","功能指标#13","自动扫描多源数据资产","通过 OpenMetadata 连接器扫描数据源和资产结构","多源资产自动扫描","数据源、库表、字段和关系探测","数据源接入探测模块","SeaTunnel Catalog 部分可用；OpenMetadata 拟承担统一扫描","seatunnel-web-datasource-plugins;https://github.com/open-metadata/OpenMetadata","PARTIAL","PARTIAL","L2","INTEGRATE","R","MOD-002","定时扫描两类数据源，增删资产后目录可追踪更新","PLANNED","关系推断能力依连接器而定"
"F-13.02","F-13","functional","docs/rocket/数据采集引接软件指标.md","功能指标#13","智能构建数据拓扑","从 SeaTunnel DAG 和 OpenMetadata 血缘生成引接拓扑","数据拓扑自动构建","流向感知、关系建模、自动布局和版本管理","引接流向感知模块;拓扑智能构建模块","任务 DAG 可解析；OpenMetadata 支持血缘，尚未集成","seatunnel-web-core/src/main/java/org/apache/seatunnel/web/core/dag;https://github.com/open-metadata/OpenMetadata","PARTIAL","PARTIAL","L2","INTEGRATE","R","MOD-006","发布任务后自动生成源→处理→目标拓扑并保留版本","PLANNED","AI 智能布局不是核心验收"
"F-13.03","F-13","functional","docs/rocket/数据采集引接软件指标.md","功能指标#13","支持拓扑可视化管理","展示、筛选和钻取资产/链路拓扑","拓扑可视化管理","节点连线、状态、版本和异常展示","拓扑可视化管理模块","SeaTunnel 工作流画布可复用部分交互；缺全局拓扑页","seatunnel-web-ui/src/pages/batch-link-up;https://github.com/open-metadata/OpenMetadata","PARTIAL","PARTIAL","L2","ADAPT","R","MOD-006","拓扑按数据源/任务/状态筛选并钻取到资产和运行实例","PLANNED","避免复制 OpenMetadata 完整目录 UI"
"F-14.01","F-14","functional","docs/rocket/数据采集引接软件指标.md","功能指标#14","支持边缘终端低功耗接入和轻量化通信","在指定边缘设备上运行受资源约束的轻量接入代理","低功耗接入和轻量通信","事件驱动、非阻塞 IO、连接复用和低资源占用","边缘轻量协议引擎模块;边缘极简接入调度模块","当前仓库是 Web 控制面，无边缘运行时","docs/rocket/数据采集引接软件投标阶段模块划分.md","ABSENT","NONE","L3","INTEGRATE","V1","MOD-008","在指定设备测量 CPU/内存/网络并完成连接、采集和断线恢复","NEEDS_REVIEW","必须先取得硬件和资源阈值"
"F-14.02","F-14","functional","docs/rocket/数据采集引接软件指标.md","功能指标#14","实现数据预处理","边缘侧执行限定的格式规整、过滤和压缩","边缘数据预处理","轻量格式规整、清洗和增量处理","边缘数据格式预处理模块","SeaTunnel Transform 可复用规则思想，不能直接证明可在边缘运行","seatunnel-web-core/src/main/java/org/apache/seatunnel/web/core/builder/transform","PARTIAL","PARTIAL","L3","BUILD","V1","MOD-008","在边缘样例数据上验证过滤、映射、压缩和错误隔离","PLANNED","只实现固定算子集合"
"F-14.03","F-14","functional","docs/rocket/数据采集引接软件指标.md","功能指标#14","实现安全防护","边缘代理执行轻量身份认证、链路加密和密钥更新","边缘安全防护","轻量加密和极简认证","边缘安全轻量防护模块","当前无边缘安全实现","docs/enterprise-development/README.md","ABSENT","NONE","L3","INTEGRATE","V1","MOD-007","非法设备拒绝、合法设备建链、证书/密钥更新和审计","BLOCKED","依赖 REV-004 安全方案"
"F-15.01","F-15","functional","docs/rocket/数据采集引接软件指标.md","功能指标#15","进行采集数据有效期校验","按数据时间与策略在入湖前识别、拦截或标记过期数据","数据有效期校验","多维动态有效期和入湖前时效校验","采集数据时效校验模块","可通过 SeaTunnel Transform 增加规则；当前无统一策略模型","seatunnel-web-core/src/main/java/org/apache/seatunnel/web/core/builder/transform","PARTIAL","PARTIAL","L2","ADAPT","R","MOD-009","配置有效期后验证正常、临界、过期数据的处理和审计","PLANNED","拦截或标记策略需按场景配置"
"F-15.02","F-15","functional","docs/rocket/数据采集引接软件指标.md","功能指标#15","进行暂存周期管理","为缓存/暂存数据配置 TTL、容量和清理策略","暂存周期管理","最长停留时间、到期清理和队列健康","采集数据暂存周期管理模块","当前任务运行数据有持久化但无合同级采集缓存生命周期","docs/rocket/数据采集引接软件投标阶段模块划分.md","ABSENT","NONE","L2","BUILD","R","MOD-009","TTL 到期清理、容量阈值、保留例外和审计可验证","PLANNED","与边缘缓存策略保持一致"
"F-15.03","F-15","functional","docs/rocket/数据采集引接软件指标.md","功能指标#15","支持时效策略配置并优化存储资源","按数据源、类型、部门配置差异化有效期并展示效果","时效策略配置和资源优化","多维策略、全链路新鲜度和存储优化","时效策略配置模块","可新增轻量策略配置；OpenMetadata 可提供新鲜度/质量上下文","https://github.com/open-metadata/OpenMetadata","PARTIAL","PARTIAL","L2","INTEGRATE","R","MOD-009","配置三种维度策略并展示命中、过期量和存储变化","PLANNED","优化建议采用确定性统计"
"P-01","P-01","performance","docs/rocket/数据采集引接软件指标.md","性能指标#1","全量≥1000条/秒；增量≥500条/秒","在线全量和增量引接吞吐","全量≥1000条/秒；增量≥500条/秒","全量≥1500条/秒；增量≥700条/秒","数据在线引接模块","SeaTunnel 执行能力存在，无本轮基准证据","seatunnel-web-core;seatunnel-web-engine-client","UNCERTAIN","UNCERTAIN","L1","ADAPT","R","MOD-003","固定数据库、200字节/行、数据量、并发、批大小和网络；预热后持续30分钟，按目标提交行数计吞吐，执行3轮","NEEDS_REVIEW","最低线与响应线分别判定"
